,Provider,PotentialFraud,AvgDuration,NumOfPt,NumOfClm,ClmPerPt,TotalRev,RevPerPt,ClmNoPhy,ClmAllPhy,ClmNoProc,ClmPerDay
1250,PRV52726,No,10.0,2,2,1.0,380,190.0,0,0,2,2
1251,PRV52727,No,1.58,10,12,1.2,2700,270.0,0,1,12,12
1252,PRV52728,No,0.6,12,15,1.25,3140,261.67,0,1,15,15
1253,PRV52729,No,2.0,2,2,1.0,500,250.0,0,0,2,2
1254,PRV52731,No,2.7,13,23,1.77,4520,347.69,0,1,23,23
1255,PRV52732,No,4.0,6,10,1.67,2490,415.0,0,0,10,10
1256,PRV52733,No,12.0,1,1,1.0,30,30.0,0,0,1,1
1257,PRV52736,No,0.0,1,1,1.0,50,50.0,0,1,1,1
1258,PRV52738,No,1.37,49,62,1.27,17710,361.43,0,3,62,59
1259,PRV52739,No,1.62,39,53,1.36,11720,300.51,0,7,53,52
1260,PRV52740,No,3.24,18,34,1.89,6410,356.11,0,1,34,33
1261,PRV52741,No,0.0,2,2,1.0,80,40.0,0,0,2,2
1262,PRV52742,No,3.33,3,6,2.0,1270,423.33,0,0,6,6
1263,PRV52743,No,0.0,6,6,1.0,2070,345.0,0,0,6,6
1264,PRV52744,No,0.0,2,2,1.0,400,200.0,0,0,2,2
1265,PRV52745,No,1.09,152,156,1.03,47580,313.03,0,10,156,127
1266,PRV52746,No,0.0,1,1,1.0,50,50.0,0,0,1,1
1267,PRV52747,No,1.76,21,21,1.0,7680,365.71,0,1,21,21
1268,PRV52748,No,0.0,10,10,1.0,610,61.0,0,0,10,10
1269,PRV52750,No,4.46,26,26,1.0,10860,417.69,1,2,26,24
1270,PRV52751,No,0.0,3,3,1.0,300,100.0,0,0,3,3
1271,PRV52752,No,10.0,2,2,1.0,560,280.0,0,0,2,2
1272,PRV52753,No,0.0,2,2,1.0,130,65.0,0,0,2,2
1273,PRV52754,No,0.0,1,1,1.0,10,10.0,0,0,1,1
1274,PRV52755,No,1.82,9,11,1.22,5930,658.89,0,3,11,11
1275,PRV52756,No,0.25,4,4,1.0,220,55.0,0,1,4,4
1276,PRV52757,No,0.0,1,1,1.0,50,50.0,0,0,1,1
1277,PRV52758,No,0.0,4,4,1.0,130,32.5,0,0,4,4
1278,PRV52760,No,0.4,5,5,1.0,4070,814.0,0,0,5,5
1279,PRV52761,No,1.91,11,11,1.0,4740,430.91,0,1,11,11
1280,PRV52763,No,0.0,1,1,1.0,120,120.0,0,0,1,1
1281,PRV52764,No,6.67,3,3,1.0,450,150.0,0,0,3,3
1282,PRV52766,No,0.0,11,11,1.0,2010,182.73,0,0,11,11
1283,PRV52767,No,0.25,4,4,1.0,730,182.5,0,0,4,4
1284,PRV52768,No,0.8,25,25,1.0,7400,296.0,0,0,25,23
1285,PRV52769,No,0.0,1,1,1.0,40,40.0,0,0,1,1
1286,PRV52770,No,0.0,7,7,1.0,1090,155.71,0,0,7,7
1287,PRV52771,No,0.0,4,4,1.0,250,62.5,0,0,4,4
1288,PRV52772,No,0.42,12,12,1.0,2050,170.83,0,1,12,12
1289,PRV52773,No,7.0,2,2,1.0,150,75.0,0,1,2,2
1290,PRV52774,No,0.0,4,4,1.0,300,75.0,0,1,4,4
1291,PRV52775,No,2.86,7,7,1.0,3790,541.43,0,0,7,7
1292,PRV52777,No,0.0,2,2,1.0,260,130.0,0,0,2,2
1293,PRV52778,No,0.0,1,1,1.0,100,100.0,0,0,1,1
1294,PRV52781,No,0.0,1,1,1.0,100,100.0,0,0,1,1
1295,PRV52782,No,0.5,7,10,1.43,1730,247.14,0,0,10,10
1296,PRV52783,No,0.0,1,1,1.0,70,70.0,0,0,1,1
1297,PRV52784,No,0.0,2,2,1.0,270,135.0,0,0,2,2
1298,PRV52785,No,0.0,1,1,1.0,60,60.0,0,0,1,1
1299,PRV52786,No,0.0,2,2,1.0,120,60.0,0,0,2,2
1300,PRV52787,No,2.82,11,11,1.0,78748,7158.91,0,1,5,11
1301,PRV52788,No,1.14,373,401,1.08,116770,313.06,1,40,401,245
1302,PRV52789,No,2.42,38,38,1.0,12670,333.42,0,3,38,36
1303,PRV52790,No,0.71,15,28,1.87,7060,470.67,0,1,28,27
1304,PRV52791,No,0.0,1,1,1.0,200,200.0,0,0,1,1
1305,PRV52792,No,0.0,5,5,1.0,400,80.0,0,0,5,5
1306,PRV52793,No,2.18,17,17,1.0,4290,252.35,0,0,17,16
1307,PRV52794,No,0.0,1,1,1.0,30,30.0,0,0,1,1
1308,PRV52795,No,2.89,13,19,1.46,6230,479.23,0,1,19,19
1309,PRV52796,No,0.71,16,48,3.0,16830,1051.88,0,6,48,45
1310,PRV52797,No,0.0,1,1,1.0,300,300.0,0,0,1,1
1311,PRV52798,No,1.66,38,56,1.47,18360,483.16,0,5,56,53
1312,PRV52799,No,0.0,2,2,1.0,150,75.0,0,0,2,2
1313,PRV52800,No,0.0,6,8,1.33,1980,330.0,0,0,8,8
1314,PRV52801,No,2.26,22,31,1.41,10770,489.55,0,1,31,29
1315,PRV52803,No,2.0,2,2,1.0,11136,5568.0,0,0,2,2
1316,PRV52804,No,13.0,1,1,1.0,37068,37068.0,0,0,0,1
1317,PRV52806,No,2.5,2,2,1.0,18136,9068.0,0,1,0,2
1318,PRV52807,No,5.5,2,2,1.0,19136,9568.0,0,0,0,2
1319,PRV52808,No,4.8,5,5,1.0,35352,7070.4,0,0,2,5
1320,PRV52810,No,5.17,6,6,1.0,82408,13734.67,0,0,1,6
1321,PRV52813,No,4.59,15,17,1.13,136952,9130.13,0,2,7,17
1322,PRV52814,No,4.0,2,2,1.0,8136,4068.0,0,0,1,2
1323,PRV52816,No,1.0,1,1,1.0,4068,4068.0,0,0,1,1
1324,PRV52818,No,0.97,35,39,1.11,9740,278.29,0,6,39,35
1325,PRV52820,No,0.12,30,32,1.07,6730,224.33,1,3,32,31
1326,PRV52822,No,1.39,97,135,1.39,44390,457.63,0,11,135,113
1327,PRV52823,No,2.4,70,87,1.24,73056,1043.66,0,6,84,77
1328,PRV52824,No,0.52,39,42,1.08,9040,231.79,0,2,42,41
1329,PRV52825,No,1.86,21,22,1.05,5870,279.52,0,0,22,22
1330,PRV52827,No,2.24,296,804,2.72,283690,958.41,4,68,803,333
1331,PRV52829,No,1.69,326,533,1.63,234998,720.85,1,37,530,280
1332,PRV52830,No,0.29,28,34,1.21,7470,266.79,0,1,34,32
1333,PRV52831,No,4.0,29,31,1.07,247144,8522.21,0,2,17,30
1334,PRV52832,No,0.35,30,31,1.03,10280,342.67,0,2,31,31
1335,PRV52833,No,6.43,12,14,1.17,31932,2661.0,0,3,11,14
1336,PRV52835,No,1.91,57,57,1.0,152308,2672.07,0,4,51,51
1337,PRV52836,No,1.81,20,21,1.05,49022,2451.1,0,1,19,21
1338,PRV52837,No,0.52,59,71,1.2,34146,578.75,1,9,70,65
1339,PRV52838,No,0.92,61,83,1.36,25600,419.67,0,3,83,75
1340,PRV52839,No,1.97,30,33,1.1,12680,422.67,0,2,33,31
1341,PRV52841,No,0.33,3,3,1.0,14388,4796.0,0,1,2,3
1342,PRV52842,No,1.48,263,445,1.69,423202,1609.13,1,29,433,259
1343,PRV52844,No,1.54,112,129,1.15,49316,440.32,0,7,129,110
1344,PRV52845,No,1.6,137,231,1.69,277344,2024.41,0,23,226,169
1345,PRV52848,No,1.4,25,25,1.0,5390,215.6,0,0,25,24
1346,PRV52849,No,1.14,13,14,1.08,47926,3686.62,1,1,12,14
1347,PRV52850,No,1.59,52,146,2.81,50238,966.12,1,13,145,117
1348,PRV52851,No,2.19,35,37,1.06,76174,2176.4,0,8,32,35
1349,PRV52853,No,2.24,24,29,1.21,11230,467.92,0,2,29,28
1350,PRV52855,No,2.59,22,22,1.0,35004,1591.09,0,5,20,22
1351,PRV52857,No,1.49,178,459,2.58,195710,1099.49,1,40,457,248
1352,PRV52858,No,3.11,77,80,1.04,179892,2336.26,0,8,71,72
1353,PRV52859,No,1.51,441,911,2.07,289870,657.3,3,69,911,330
1354,PRV52861,No,1.57,14,14,1.0,1990,142.14,0,0,14,14
1355,PRV52862,No,3.96,67,76,1.13,489400,7304.48,1,9,50,72
1356,PRV52863,No,1.98,29,52,1.79,14730,507.93,0,2,52,48
1357,PRV52864,No,0.82,22,28,1.27,12990,590.45,0,5,28,25
1358,PRV52865,No,1.41,57,66,1.16,89218,1565.23,1,8,63,60
1359,PRV52869,No,1.48,50,62,1.24,101626,2032.52,1,7,58,58
1360,PRV52872,No,1.94,102,108,1.06,47960,470.2,1,8,108,94
1361,PRV52873,No,0.51,56,69,1.23,16610,296.61,0,7,69,64
1362,PRV52875,No,1.5,12,12,1.0,1540,128.33,0,1,12,12
1363,PRV52876,No,2.88,66,73,1.11,202376,3066.3,0,6,60,69
1364,PRV52877,No,1.42,19,19,1.0,2450,128.95,0,0,19,18
1365,PRV52878,No,1.48,25,27,1.08,11700,468.0,0,1,27,27
1366,PRV52879,No,0.73,56,120,2.14,27250,486.61,0,8,120,108
1367,PRV52880,No,0.6,19,20,1.05,22824,1201.26,0,0,19,20
1368,PRV52881,No,1.5,225,302,1.34,228592,1015.96,0,23,289,202
1369,PRV52882,No,1.78,32,41,1.28,15090,471.56,1,4,41,36
1370,PRV52886,No,1.64,41,70,1.71,24400,595.12,0,5,70,61
1371,PRV52889,No,1.22,363,640,1.76,412420,1136.14,1,51,622,300
1372,PRV52890,No,1.82,22,22,1.0,39322,1787.36,0,3,19,21
1373,PRV52891,No,1.05,19,19,1.0,2670,140.53,0,2,19,19
1374,PRV52892,No,2.81,29,36,1.24,116166,4005.72,0,0,30,34
1375,PRV52893,No,1.51,227,362,1.59,133240,586.96,2,29,362,224
1376,PRV52895,No,2.4,72,81,1.12,26370,366.25,0,4,81,72
1377,PRV52896,No,2.03,97,142,1.46,319276,3291.51,1,12,131,121
1378,PRV52897,No,0.67,39,45,1.15,9440,242.05,0,4,45,43
1379,PRV52898,No,3.54,108,114,1.06,587344,5438.37,0,14,87,96
1380,PRV52899,No,0.0,1,1,1.0,30,30.0,0,0,1,1
1381,PRV52901,No,0.76,50,85,1.7,23110,462.2,1,0,85,77
1382,PRV52902,No,1.65,44,46,1.05,143770,3267.5,1,2,35,42
1383,PRV52904,No,2.33,3,3,1.0,11298,3766.0,0,1,3,3
1384,PRV52905,No,1.51,58,130,2.24,25690,442.93,0,11,130,107
1385,PRV52907,No,1.89,79,183,2.32,54160,685.57,0,0,183,150
1386,PRV52910,No,3.89,16,18,1.12,162280,10142.5,0,2,15,17
1387,PRV52911,No,4.4,5,5,1.0,2060,412.0,0,1,5,5
1388,PRV52912,No,0.38,14,16,1.14,15818,1129.86,0,0,15,16
1389,PRV52913,No,0.4,32,35,1.09,11820,369.38,0,1,35,33
1390,PRV52914,No,0.89,44,61,1.39,17500,397.73,2,2,61,57
1391,PRV52916,No,1.96,25,26,1.04,79538,3181.52,0,1,22,26
1392,PRV52917,No,0.72,21,32,1.52,8940,425.71,1,2,32,31
1393,PRV52918,No,3.55,20,22,1.1,127894,6394.7,0,1,14,22
1394,PRV52919,No,1.29,37,66,1.78,14200,383.78,0,8,66,62
1395,PRV52920,No,0.53,17,17,1.0,16826,989.76,0,1,16,16
1396,PRV52921,No,1.85,43,46,1.07,30814,716.6,0,4,45,45
1397,PRV52922,No,2.03,24,33,1.38,56986,2374.42,0,3,30,32
1398,PRV52924,No,0.77,11,13,1.18,41934,3812.18,0,0,12,13
1399,PRV52925,No,5.0,4,4,1.0,33272,8318.0,0,0,1,4
1400,PRV52926,No,3.41,16,17,1.06,58082,3630.12,0,2,15,17
1401,PRV52928,No,1.17,23,41,1.78,9550,415.22,0,4,41,40
1402,PRV52929,No,0.77,20,35,1.75,6800,340.0,0,2,35,35
1403,PRV52930,No,1.39,61,127,2.08,39590,649.02,0,13,127,106
1404,PRV52931,No,0.79,14,14,1.0,3160,225.71,1,0,14,13
1405,PRV52932,No,2.28,34,40,1.18,13920,409.41,0,4,40,40
1406,PRV52934,No,1.59,18,32,1.78,8960,497.78,0,3,32,31
1407,PRV52935,No,1.79,85,280,3.29,102050,1200.59,2,0,280,194
1408,PRV52936,No,0.5,34,108,3.18,48922,1438.88,0,13,106,97
1409,PRV52937,No,1.46,21,24,1.14,6130,291.9,0,1,24,24
1410,PRV52938,No,6.67,3,3,1.0,4270,1423.33,0,1,3,3
1411,PRV52940,No,4.44,7,9,1.29,990,141.43,0,0,9,9
1412,PRV52941,No,0.84,39,43,1.1,14120,362.05,0,2,43,40
1413,PRV52942,No,2.12,39,43,1.1,10950,280.77,0,4,43,40
1414,PRV52943,No,3.54,33,35,1.06,6840,207.27,0,2,35,34
1415,PRV52944,No,0.0,4,4,1.0,4120,1030.0,0,0,4,4
1416,PRV52945,No,1.3,24,46,1.92,7030,292.92,0,0,46,41
1417,PRV52948,No,1.25,47,106,2.26,25830,549.57,0,7,106,93
1418,PRV52949,No,1.27,51,79,1.55,27450,538.24,0,0,79,72
1419,PRV52950,No,1.04,64,116,1.81,34300,535.94,0,8,116,94
1420,PRV52951,No,2.0,20,20,1.0,10090,504.5,0,2,20,18
1421,PRV52952,No,7.0,1,1,1.0,600,600.0,0,0,1,1
1422,PRV52953,No,1.86,61,85,1.39,23710,388.69,0,6,85,75
1423,PRV52954,No,0.0,1,1,1.0,2100,2100.0,0,0,1,1
1424,PRV52955,No,1.27,63,73,1.16,14610,231.9,0,6,73,66
1425,PRV52956,No,0.72,9,18,2.0,2210,245.56,0,2,18,18
1426,PRV52957,No,0.0,1,1,1.0,70,70.0,0,0,1,1
1427,PRV52958,No,0.0,15,16,1.07,2020,134.67,0,0,16,16
1428,PRV52961,No,0.0,5,5,1.0,320,64.0,0,2,5,5
1429,PRV52962,No,0.5,9,14,1.56,3570,396.67,0,0,14,13
1430,PRV52963,No,2.22,7,9,1.29,850,121.43,0,0,9,9
1431,PRV52964,No,1.12,37,91,2.46,27310,738.11,0,6,91,84
1432,PRV52966,No,0.67,3,3,1.0,710,236.67,0,0,3,3
1433,PRV52970,No,3.0,1,1,1.0,5068,5068.0,0,0,1,1
1434,PRV52971,No,4.0,3,3,1.0,18204,6068.0,0,0,2,3
1435,PRV52972,No,4.65,14,17,1.21,238156,17011.14,0,4,6,17
1436,PRV52976,No,2.75,4,4,1.0,33272,8318.0,0,0,2,4
1437,PRV52978,No,8.0,5,5,1.0,64340,12868.0,0,3,2,5
1438,PRV52979,No,3.83,6,6,1.0,74408,12401.33,0,1,2,6
1439,PRV52980,No,1.19,229,601,2.62,143990,628.78,1,64,601,299
1440,PRV52981,No,0.94,149,369,2.48,86620,581.34,1,0,369,232
1441,PRV52986,No,2.78,31,36,1.16,142262,4589.1,0,3,29,35
1442,PRV52988,No,1.14,124,312,2.52,76950,620.56,2,28,312,204
1443,PRV52991,No,1.54,54,59,1.09,112514,2083.59,0,7,55,56
1444,PRV52993,No,0.1,9,10,1.11,3140,348.89,0,1,10,10
1445,PRV52996,No,0.81,30,37,1.23,11510,383.67,0,4,37,34
1446,PRV52998,No,3.18,28,33,1.18,161312,5761.14,0,5,26,31
1447,PRV52999,No,3.02,51,56,1.1,81854,1604.98,0,6,52,50
1448,PRV53000,No,1.7,469,703,1.5,202280,431.3,0,50,703,310
1449,PRV53001,No,1.59,105,150,1.43,45460,432.95,0,15,150,123
1450,PRV53002,No,1.09,134,397,2.96,117150,874.25,2,0,397,234
1451,PRV53004,No,2.22,16,18,1.12,4310,269.38,0,0,18,18
1452,PRV53009,No,1.11,23,37,1.61,40960,1780.87,0,1,36,34
1453,PRV53013,No,5.0,4,4,1.0,5030,1257.5,0,1,4,4
1454,PRV53014,No,2.25,8,8,1.0,1180,147.5,0,1,8,8
1455,PRV53015,No,1.88,6,8,1.33,1120,186.67,0,1,8,8
1456,PRV53016,No,1.03,18,31,1.72,17040,946.67,0,4,31,30
1457,PRV53017,No,0.0,4,9,2.25,1010,252.5,0,0,9,9
1458,PRV53018,No,1.17,22,41,1.86,11450,520.45,0,5,40,40
1459,PRV53019,No,0.47,13,15,1.15,4920,378.46,0,2,15,15
1460,PRV53020,No,10.0,2,2,1.0,4500,2250.0,0,0,2,2
1461,PRV53024,No,1.81,19,26,1.37,15936,838.74,0,3,25,25
1462,PRV53025,No,0.1,19,50,2.63,9790,515.26,0,5,50,48
1463,PRV53026,No,1.54,16,26,1.62,6140,383.75,0,2,26,24
1464,PRV53027,No,0.0,3,5,1.67,500,166.67,0,0,5,5
1465,PRV53028,No,0.0,3,3,1.0,300,100.0,0,0,3,3
1466,PRV53029,No,1.81,11,16,1.45,44322,4029.27,0,2,12,15
1467,PRV53031,No,0.0,6,6,1.0,1390,231.67,0,1,6,6
1468,PRV53032,No,1.43,19,23,1.21,39582,2083.26,0,2,20,22
1469,PRV53033,No,3.5,1,2,2.0,77136,77136.0,0,0,2,2
1470,PRV53034,No,10.0,2,2,1.0,3400,1700.0,0,0,2,2
1471,PRV53035,No,1.65,27,34,1.26,5220,193.33,0,2,34,32
1472,PRV53036,No,1.57,69,122,1.77,39710,575.51,0,10,122,103
1473,PRV53037,No,0.0,9,9,1.0,4340,482.22,0,0,9,9
1474,PRV53038,No,2.5,7,24,3.43,13470,1924.29,0,0,24,24
1475,PRV53040,No,1.14,13,14,1.08,57210,4400.77,0,2,10,14
1476,PRV53042,No,0.54,36,39,1.08,10230,284.17,1,5,39,37
1477,PRV53043,No,3.23,24,61,2.54,37930,1580.42,0,3,61,57
1478,PRV53044,No,1.57,49,67,1.37,14630,298.57,1,5,67,62
1479,PRV53045,No,2.02,78,216,2.77,63500,814.1,0,9,216,164
1480,PRV53047,No,1.51,32,79,2.47,13140,410.62,0,0,79,74
1481,PRV53048,No,4.57,6,7,1.17,5690,948.33,0,1,7,6
1482,PRV53049,No,0.0,2,2,1.0,10,5.0,0,0,2,2
1483,PRV53050,No,0.38,7,8,1.14,5866,838.0,0,1,7,8
1484,PRV53052,No,2.56,8,9,1.12,6598,824.75,1,0,8,9
1485,PRV53054,No,1.63,27,49,1.81,10780,399.26,0,3,49,47
1486,PRV53055,No,0.94,28,80,2.86,22770,813.21,1,5,80,72
1487,PRV53056,No,2.66,22,35,1.59,10240,465.45,0,2,35,34
1488,PRV53057,No,2.68,29,53,1.83,20900,720.69,0,3,53,48
1489,PRV53059,No,1.64,21,33,1.57,16350,778.57,1,2,33,33
1490,PRV53061,No,1.0,1,1,1.0,10068,10068.0,0,0,0,1
1491,PRV53062,No,0.0,4,4,1.0,190,47.5,0,0,4,4
1492,PRV53063,No,1.0,4,4,1.0,9656,2414.0,0,0,3,4
1493,PRV53064,No,0.17,28,35,1.25,6770,241.79,1,2,35,33
1494,PRV53065,No,0.76,30,38,1.27,6330,211.0,0,2,38,38
1495,PRV53066,No,0.0,5,7,1.4,1220,244.0,0,0,7,7
1496,PRV53067,No,0.81,14,16,1.14,4610,329.29,0,3,16,16
1497,PRV53069,No,0.0,9,11,1.22,2640,293.33,0,0,11,11
1498,PRV53070,No,3.95,17,20,1.18,124346,7314.47,0,2,16,19
1499,PRV53071,No,0.21,20,28,1.4,12390,619.5,0,1,28,27
1500,PRV53072,No,0.06,18,18,1.0,4990,277.22,0,0,18,17
1501,PRV53073,No,0.0,7,14,2.0,1270,181.43,0,2,14,14
1502,PRV53074,No,1.33,66,178,2.7,49370,748.03,0,0,178,140
1503,PRV53075,No,0.0,2,2,1.0,1780,890.0,0,1,2,2
1504,PRV53076,No,1.12,47,105,2.23,31400,668.09,0,6,105,92
1505,PRV53077,No,2.18,81,124,1.53,38330,473.21,0,12,124,107
1506,PRV53078,No,0.89,37,45,1.22,11080,299.46,0,3,45,43
1507,PRV53079,No,0.0,1,1,1.0,50,50.0,0,0,1,1
1508,PRV53081,No,0.0,8,9,1.12,1800,225.0,0,1,9,9
1509,PRV53083,No,0.0,1,1,1.0,10,10.0,0,0,1,1
1510,PRV53084,No,4.0,1,1,1.0,200,200.0,0,0,1,1
1511,PRV53085,No,3.5,2,2,1.0,640,320.0,0,0,2,2
1512,PRV53086,No,5.0,4,4,1.0,1060,265.0,0,0,4,4
1513,PRV53087,No,1.65,16,31,1.94,9580,598.75,0,3,31,29
1514,PRV53090,No,1.44,71,179,2.52,59430,837.04,1,13,179,145
1515,PRV53091,No,6.75,4,4,1.0,23272,5818.0,1,0,4,4
1516,PRV53095,No,3.75,4,4,1.0,38236,9559.0,0,0,3,4
1517,PRV53096,No,1.33,103,130,1.26,53440,518.83,1,9,130,112
1518,PRV53099,No,0.0,2,2,1.0,220,110.0,0,0,2,2
1519,PRV53100,No,1.92,74,130,1.76,92600,1251.35,0,11,128,112
1520,PRV53101,No,0.75,8,8,1.0,11546,1443.25,0,0,7,8
1521,PRV53102,No,1.68,16,19,1.19,5950,371.88,1,0,19,18
1522,PRV53103,No,2.1,62,79,1.27,96116,1550.26,0,5,75,70
1523,PRV53104,No,3.41,55,80,1.45,256698,4667.24,0,5,62,73
1524,PRV53107,No,3.93,15,15,1.0,113132,7542.13,0,4,8,15
1525,PRV53108,No,2.62,37,48,1.3,74950,2025.68,0,4,44,43
1526,PRV53109,No,1.75,22,28,1.27,25574,1162.45,0,6,26,26
1527,PRV53110,No,2.03,21,30,1.43,24388,1161.33,0,4,29,30
1528,PRV53111,No,3.85,29,33,1.14,76246,2629.17,0,2,29,31
1529,PRV53113,No,1.68,61,81,1.33,19690,322.79,0,5,81,71
1530,PRV53116,No,0.93,25,44,1.76,8280,331.2,0,6,44,40
1531,PRV53117,No,1.88,167,251,1.5,231006,1383.27,0,27,244,181
1532,PRV53120,No,1.54,59,65,1.1,126630,2146.27,0,7,60,61
1533,PRV53122,No,0.83,18,24,1.33,8270,459.44,0,3,24,22
1534,PRV53123,No,1.78,82,132,1.61,46210,563.54,1,14,132,115
1535,PRV53124,No,3.85,53,65,1.23,195672,3691.92,2,4,51,58
1536,PRV53125,No,0.0,2,2,1.0,500,250.0,0,0,2,2
1537,PRV53126,No,3.91,25,34,1.36,11900,476.0,0,4,34,33
1538,PRV53127,No,0.65,55,99,1.8,31078,565.05,0,12,98,91
1539,PRV53128,No,1.3,19,33,1.74,18480,972.63,1,0,32,32
1540,PRV53129,No,1.39,39,46,1.18,85754,2198.82,0,6,44,44
1541,PRV53131,No,2.69,13,13,1.0,54738,4210.62,0,1,9,13
1542,PRV53133,No,1.69,106,159,1.5,47150,444.81,0,14,159,129
1543,PRV53134,No,1.4,8,10,1.25,4030,503.75,0,1,10,10
1544,PRV53135,No,5.71,6,7,1.17,75476,12579.33,0,1,1,7
1545,PRV53137,No,1.93,23,30,1.3,9110,396.09,0,2,30,30
1546,PRV53138,No,0.0,10,10,1.0,1570,157.0,0,0,10,10
1547,PRV53139,No,3.56,7,9,1.29,780,111.43,0,2,9,9
1548,PRV53140,No,1.81,19,21,1.11,2180,114.74,0,1,21,19
1549,PRV53141,No,2.96,93,105,1.13,357100,3839.78,1,4,81,87
1550,PRV53143,No,3.17,7,12,1.71,54874,7839.14,0,0,8,12
1551,PRV53144,No,2.82,34,39,1.15,35694,1049.82,0,4,37,39
1552,PRV53145,No,1.67,111,132,1.19,35060,315.86,0,15,132,113
1553,PRV53147,No,2.22,16,18,1.12,6900,431.25,0,0,18,18
1554,PRV53148,No,0.13,13,15,1.15,2580,198.46,0,0,15,15
1555,PRV53149,No,2.33,21,61,2.9,14900,709.52,0,5,61,59
1556,PRV53150,No,0.38,5,13,2.6,3130,626.0,0,0,13,13
1557,PRV53151,No,2.2,19,25,1.32,6480,341.05,1,4,25,25
1558,PRV53153,No,3.25,21,24,1.14,87030,4144.29,0,3,18,23
1559,PRV53154,No,2.35,15,52,3.47,23810,1587.33,0,2,52,48
1560,PRV53156,No,0.44,10,16,1.6,6610,661.0,0,3,16,16
1561,PRV53157,No,0.0,2,2,1.0,2190,1095.0,0,0,2,2
1562,PRV53158,No,0.14,7,7,1.0,760,108.57,0,1,7,7
1563,PRV53159,No,0.19,10,27,2.7,38296,3829.6,0,4,26,26
1564,PRV53161,No,5.71,7,7,1.0,6810,972.86,0,1,7,7
1565,PRV53162,No,0.2,5,5,1.0,1350,270.0,0,1,5,5
1566,PRV53163,No,0.0,3,12,4.0,800,266.67,0,0,12,12
1567,PRV53164,No,0.76,21,25,1.19,4220,200.95,0,2,25,25
1568,PRV53166,No,1.0,21,23,1.1,10028,477.52,0,2,23,22
1569,PRV53167,No,0.33,3,3,1.0,1770,590.0,0,1,3,3
1570,PRV53168,No,0.0,2,2,1.0,2070,1035.0,0,0,2,2
1571,PRV53169,No,0.0,4,4,1.0,170,42.5,0,0,4,4
1572,PRV53171,No,1.47,5,17,3.4,8330,1666.0,0,3,17,16
1573,PRV53172,No,0.0,3,3,1.0,2450,816.67,0,2,3,3
1574,PRV53173,No,2.49,23,43,1.87,16650,723.91,0,7,43,40
1575,PRV53174,No,0.4,4,5,1.25,260,65.0,0,1,5,5
1576,PRV53175,No,0.89,9,9,1.0,710,78.89,0,0,9,9
1577,PRV53176,No,0.62,13,34,2.62,6130,471.54,0,3,34,32
1578,PRV53177,No,1.19,11,16,1.45,1530,139.09,0,0,16,16
1579,PRV53178,No,0.0,5,7,1.4,730,146.0,0,0,7,7
1580,PRV53179,No,1.36,27,28,1.04,22436,830.96,0,3,27,25
1581,PRV53180,No,1.8,4,5,1.25,3010,752.5,0,2,5,5
1582,PRV53182,No,0.0,3,3,1.0,100,33.33,0,0,3,3
1583,PRV53183,No,0.0,1,1,1.0,80,80.0,0,0,1,1
1584,PRV53186,No,0.25,7,8,1.14,4710,672.86,0,0,8,8
1585,PRV53187,No,0.0,4,4,1.0,180,45.0,0,0,4,4
1586,PRV53188,No,0.0,8,10,1.25,1220,152.5,0,1,10,10
1587,PRV53189,No,1.93,23,28,1.22,57302,2491.39,0,2,26,28
1588,PRV53191,No,0.0,3,15,5.0,3310,1103.33,0,3,15,14
1589,PRV53192,No,1.7,51,149,2.92,40910,802.16,1,14,149,124
1590,PRV53194,No,0.69,12,32,2.67,22370,1864.17,1,3,32,30
1591,PRV53196,No,2.12,9,16,1.78,4480,497.78,0,2,16,16
1592,PRV53197,No,0.0,4,4,1.0,500,125.0,0,1,4,4
1593,PRV53198,No,1.17,5,6,1.2,250,50.0,0,0,6,6
1594,PRV53201,No,8.38,8,13,1.62,14220,1777.5,0,1,13,13
1595,PRV53202,No,2.0,8,11,1.38,670,83.75,0,0,11,11
1596,PRV53203,No,0.0,5,7,1.4,420,84.0,0,0,7,7
1597,PRV53204,No,0.57,6,7,1.17,3020,503.33,0,0,7,7
1598,PRV53205,No,1.5,10,14,1.4,1380,138.0,0,1,14,14
1599,PRV53206,No,1.0,2,3,1.5,570,285.0,0,0,3,3
1600,PRV53207,No,0.7,7,10,1.43,500,71.43,0,1,10,10
1601,PRV53210,No,1.41,30,32,1.07,30254,1008.47,0,2,29,30
1602,PRV53211,No,5.0,3,4,1.33,3460,1153.33,0,0,4,4
1603,PRV53212,No,8.0,2,2,1.0,140,70.0,0,0,2,2
1604,PRV53213,No,0.73,19,22,1.16,6910,363.68,0,1,22,22
1605,PRV53214,No,1.11,14,18,1.29,4490,320.71,0,2,18,18
1606,PRV53215,No,1.18,11,11,1.0,1560,141.82,0,1,11,11
1607,PRV53216,No,1.11,46,115,2.5,21220,461.3,0,4,115,100
1608,PRV53217,No,4.0,5,5,1.0,1670,334.0,0,1,5,5
1609,PRV53218,No,0.15,9,13,1.44,2880,320.0,0,2,13,13
1610,PRV53220,No,7.0,5,5,1.0,115340,23068.0,0,0,1,5
1611,PRV53221,No,0.94,9,16,1.78,6580,731.11,0,2,16,16
1612,PRV53222,No,0.84,24,45,1.88,11120,463.33,0,0,45,43
1613,PRV53223,No,0.87,18,23,1.28,11880,660.0,0,2,23,23
1614,PRV53224,No,1.67,12,12,1.0,1680,140.0,0,1,12,12
